0,0,nan
0,5,nan
0,10,nan
0,15,nan
0,20,nan
0,25,nan
0,30,nan
0,35,nan
0,40,nan
0,45,nan
0,50,nan
0,55,nan
0,60,nan
0,65,nan
0,70,nan
0,75,nan
0,80,nan
0,85,nan
0,90,nan
0,95,nan
0,100,nan
0,105,nan
0,110,nan
0,115,nan
0,120,nan
0,125,nan
0,130,nan
0,135,nan
0,140,nan
0,145,nan
0,150,nan
0,155,nan
0,160,nan
0,165,nan
0,170,nan
0,175,nan
0,180,nan
0,185,nan
0,190,nan
0,195,nan
0,200,nan
0,205,nan
0,210,nan
0,215,nan
0,220,nan
0,225,nan
0,230,nan
0,235,nan
0,240,nan
0,245,nan
0,250,nan
0,255,nan
0,260,nan
0,265,nan
0,270,nan
0,275,nan
0,280,nan
0,285,nan
0,290,nan
0,295,nan
0,300,nan
0,305,nan
0,310,nan
0,315,nan
0,320,nan
0,325,nan
0,330,nan
0,335,nan
0,340,nan
0,345,nan
0,350,nan
0,355,nan
0,360,nan
0,365,nan
0,370,nan
0,375,nan
0,380,nan
0,385,nan
0,390,nan
0,395,nan
0,400,nan
0,405,nan
0,410,nan
0,415,nan
0,420,nan
0,425,nan
0,430,nan
0,435,nan
0,440,nan
0,445,nan
0,450,nan
0,455,nan
0,460,nan
0,465,nan
0,470,nan
0,475,nan
0,480,nan
0,485,nan
0,490,nan
0,495,nan
5,0,nan
5,5,nan
5,10,nan
5,15,nan
5,20,nan
5,25,nan
5,30,nan
5,35,nan
5,40,nan
5,45,nan
5,50,nan
5,55,nan
5,60,nan
5,65,nan
5,70,nan
5,75,nan
5,80,nan
5,85,nan
5,90,nan
5,95,nan
5,100,nan
5,105,nan
5,110,nan
5,115,nan
5,120,nan
5,125,nan
5,130,nan
5,135,nan
5,140,nan
5,145,nan
5,150,nan
5,155,nan
5,160,nan
5,165,nan
5,170,nan
5,175,nan
5,180,nan
5,185,nan
5,190,nan
5,195,nan
5,200,nan
5,205,nan
5,210,nan
5,215,nan
5,220,nan
5,225,nan
5,230,nan
5,235,nan
5,240,nan
5,245,nan
5,250,nan
5,255,nan
5,260,nan
5,265,nan
5,270,nan
5,275,nan
5,280,nan
5,285,nan
5,290,nan
5,295,nan
5,300,nan
5,305,nan
5,310,nan
5,315,nan
5,320,nan
5,325,nan
5,330,nan
5,335,nan
5,340,nan
5,345,nan
5,350,nan
5,355,nan
5,360,nan
5,365,nan
5,370,nan
5,375,nan
5,380,nan
5,385,nan
5,390,nan
5,395,nan
5,400,nan
5,405,nan
5,410,nan
5,415,nan
5,420,nan
5,425,nan
5,430,nan
5,435,nan
5,440,nan
5,445,nan
5,450,nan
5,455,nan
5,460,nan
5,465,nan
5,470,nan
5,475,nan
5,480,nan
5,485,nan
5,490,nan
5,495,nan
10,0,nan
10,5,nan
10,10,-1.001
10,15,-1.0011582506196979
10,20,-1.0013032009915168
10,25,-1.0014367511508677
10,30,-1.001560801133162
10,35,-1.0016772509738112
10,40,-1.0017880007082263
10,45,-1.0018949503718189
10,50,-1.002
10,55,nan
10,60,nan
10,65,nan
10,70,nan
10,75,nan
10,80,nan
10,85,nan
10,90,nan
10,95,nan
10,100,nan
10,105,nan
10,110,nan
10,115,nan
10,120,nan
10,125,nan
10,130,nan
10,135,nan
10,140,nan
10,145,nan
10,150,nan
10,155,nan
10,160,nan
10,165,nan
10,170,nan
10,175,nan
10,180,nan
10,185,nan
10,190,nan
10,195,nan
10,200,nan
10,205,nan
10,210,nan
10,215,nan
10,220,nan
10,225,nan
10,230,nan
10,235,nan
10,240,nan
10,245,nan
10,250,nan
10,255,nan
10,260,nan
10,265,nan
10,270,nan
10,275,nan
10,280,nan
10,285,nan
10,290,nan
10,295,nan
10,300,nan
