280.545,373.290,227.618,46.985,210.237,259.551,346.093,13.471,56.034
97.658,42.196,343.443,219.814,226.509,102.915,117.424,175.848,139.119
306.419,344.138,278.158,59.514,461.213,65.830,370.241,440.516,167.827
158.009,287.311,94.725,450.205,298.608,388.928,227.200,156.894,480.937
183.003,125.307,345.869,389.956,457.818,51.638,73.344,83.937,96.526
417.489,312.507,481.295,381.276,338.497,332.944,417.766,92.946,95.720
185.298,129.136,483.291,80.125,358.081,409.642,432.861,306.088,69.390
15.391,479.904,267.669,429.365,91.132,337.279,259.054,16.300,380.779
244.029,275.716,176.320,390.684,363.871,360.159,383.147,196.730,323.952
482.830,141.256,208.838,131.961,110.237,392.999,367.609,142.862,493.092
63.156,134.407,150.392,425.105,391.493,47.524,36.308,192.374,179.235
325.400,139.106,385.837,441.829,9.780,311.088,224.373,89.017,33.531
180.133,473.170,13.228,9.436,15.123,248.939,8.180,145.687,58.317
457.461,228.376,473.954,267.280,200.092,496.280,403.789,269.925,19.524
124.859,153.252,94.137,48.711,115.740,77.803,327.444,262.163,240.541
280.148,0.674,333.290,398.329,329.040,128.690,184.136,2.108,297.739
230.297,433.901,263.816,490.327,20.784,438.290,148.661,363.138,306.339
72.633,157.211,318.841,249.745,39.318,386.799,216.571,425.873,496.271
223.636,401.739,89.710,424.946,199.412,33.187,374.270,83.044,348.416
493.568,192.789,456.631,157.259,474.620,490.529,89.307,301.912,161.289
